Movt.,(0),(0 1),(0 2),(0 3),(0 4),(0 5),(0 6),(0 1 2),(0 1 3),(0 1 4),(0 1 5),(0 1 6),(0 2 4),(0 2 5),(0 2 6),(0 2 7),(0 3 6),(0 3 7),(0 4 8),(0 1 2 3),(0 1 2 4),(0 1 2 5),(0 1 2 6),(0 1 2 7),(0 1 3 4),(0 1 3 5),(0 1 3 6),(0 1 3 7),(0 1 4 5),(0 1 4 6),(0 1 4 7),(0 1 4 8),(0 1 5 6),(0 1 5 7),(0 1 5 8),(0 1 6 7),(0 2 3 5),(0 2 3 6),(0 2 3 7),(0 2 4 6),(0 2 4 7),(0 2 4 8),(0 2 5 7),(0 2 5 8),(0 2 6 8),(0 3 4 7),(0 3 5 8),(0 3 6 9),(0 1 2 3 4),(0 1 2 3 5),(0 1 2 3 6),(0 1 2 3 7),(0 1 2 4 5),(0 1 2 4 6),(0 1 2 4 7),(0 1 2 4 8),(0 1 2 5 6),(0 1 2 5 7),(0 1 2 5 8),(0 1 2 6 7),(0 1 2 6 8),(0 1 3 4 6),(0 1 3 4 7),(0 1 3 4 8),(0 1 3 5 6),(0 1 3 5 7),(0 1 3 5 8),(0 1 3 6 7),(0 1 3 6 8),(0 1 3 6 9),(0 1 3 7 8),(0 1 4 5 7),(0 1 4 5 8),(0 1 4 6 8),(0 1 4 6 9),(0 1 4 7 8),(0 2 3 4 6),(0 2 3 4 7),(0 2 3 5 7),(0 2 3 5 8),(0 2 3 6 8),(0 2 4 5 8),(0 2 4 6 8),(0 2 4 6 9),(0 2 4 7 9),(0 3 4 5 8),(0 1 2 3 4 5),(0 1 2 3 4 6),(0 1 2 3 4 7),(0 1 2 3 4 8),(0 1 2 3 5 6),(0 1 2 3 5 7),(0 1 2 3 5 8),(0 1 2 3 6 7),(0 1 2 3 6 8),(0 1 2 3 6 9),(0 1 2 3 7 8),(0 1 2 4 5 6),(0 1 2 4 5 7),(0 1 2 4 5 8),(0 1 2 4 6 7),(0 1 2 4 6 8),(0 1 2 4 6 9),(0 1 2 4 7 8),(0 1 2 4 7 9),(0 1 2 5 6 7),(0 1 2 5 6 8),(0 1 2 5 6 9),(0 1 2 5 7 8),(0 1 2 5 7 9),(0 1 2 6 7 8),(0 1 3 4 5 7),(0 1 3 4 5 8),(0 1 3 4 6 7),(0 1 3 4 6 8),(0 1 3 4 6 9),(0 1 3 4 7 8),(0 1 3 4 7 9),(0 1 3 5 6 8),(0 1 3 5 6 9),(0 1 3 5 7 8),(0 1 3 5 7 9),(0 1 3 5 8 9),(0 1 3 6 7 9),(0 1 3 6 8 9),(0 1 4 5 6 8),(0 1 4 5 8 9),(0 1 4 6 7 9),(0 2 3 4 5 7),(0 2 3 4 5 8),(0 2 3 4 6 8),(0 2 3 4 6 9),(0 2 3 5 6 8),(0 2 3 5 7 9),(0 2 4 5 7 9),(0 2 4 6 8 10),(0 1 2 3 4 5 6),(0 1 2 3 4 5 7),(0 1 2 3 4 5 8),(0 1 2 3 4 6 7),(0 1 2 3 4 6 8),(0 1 2 3 4 6 9),(0 1 2 3 4 7 8),(0 1 2 3 4 7 9),(0 1 2 3 5 6 7),(0 1 2 3 5 6 8),(0 1 2 3 5 6 9),(0 1 2 3 5 7 8),(0 1 2 3 5 7 9),(0 1 2 3 5 8 9),(0 1 2 3 6 7 8),(0 1 2 3 6 7 9),(0 1 2 4 5 6 8),(0 1 2 4 5 6 9),(0 1 2 4 5 7 8),(0 1 2 4 5 7 9),(0 1 2 4 5 8 9),(0 1 2 4 6 7 8),(0 1 2 4 6 7 9),(0 1 2 4 6 8 9),(0 1 2 4 6 8 10),(0 1 2 4 7 8 9),(0 1 2 5 6 8 9),(0 1 3 4 5 6 8),(0 1 3 4 5 7 8),(0 1 3 4 5 7 9),(0 1 3 4 6 7 9),(0 1 3 4 6 8 9),(0 1 3 4 6 8 10),(0 1 3 5 6 7 9),(0 1 3 5 6 8 10),(0 2 3 4 5 6 8),(0 2 3 4 5 7 9),(0 2 3 4 6 7 9),(0 1 2 3 4 5 6 7),(0 1 2 3 4 5 6 8),(0 1 2 3 4 5 6 9),(0 1 2 3 4 5 7 8),(0 1 2 3 4 5 7 9),(0 1 2 3 4 5 8 9),(0 1 2 3 4 6 7 8),(0 1 2 3 4 6 7 9),(0 1 2 3 4 6 8 9),(0 1 2 3 4 6 8 10),(0 1 2 3 4 7 8 9),(0 1 2 3 5 6 7 8),(0 1 2 3 5 6 7 9),(0 1 2 3 5 6 8 9),(0 1 2 3 5 6 8 10),(0 1 2 3 5 7 8 9),(0 1 2 3 5 7 8 10),(0 1 2 3 6 7 8 9),(0 1 2 4 5 6 7 9),(0 1 2 4 5 6 8 9),(0 1 2 4 5 6 8 10),(0 1 2 4 5 7 8 9),(0 1 2 4 5 7 8 10),(0 1 2 4 5 7 9 10),(0 1 3 4 5 6 7 9),(0 1 3 4 5 6 8 9),(0 1 3 4 6 7 9 10),(0 2 3 4 5 6 7 9),(0 1 2 3 4 5 6 7 9),(0 1 2 3 4 5 6 8 9),(0 1 2 3 4 5 6 8 10),(0 1 2 3 4 5 7 8 9),(0 1 2 3 4 5 7 8 10),(0 1 2 3 4 6 7 8 9),(0 1 2 3 4 6 7 8 10),(0 1 2 3 5 6 7 8 10),(0 1 2 3 5 6 7 9 10),(0 1 2 3 4 5 6 7 8 9),(0 1 2 3 4 5 6 7 9 10),(0 1 2 3 4 5 6 8 9 10),(0 1 2 3 4 5 6 7 8 9 10),(0 1 2 3 4 5 6 7 8 9 10 11)
25/ii,31.87,12.10,6.18,5.67,3.77,3.04,2.23,0.38,5.42,5.92,0.89,3.77,0.00,1.14,0.38,0.00,0.38,0.00,0.00,0.38,0.76,0.76,0.00,0.76,0.76,0.76,1.01,0.00,2.00,0.38,1.49,1.52,0.00,0.38,0.00,0.00,0.38,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.76,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,25.20,4.36,5.20,5.44,5.75,4.92,2.47,0.71,2.65,4.41,2.80,1.60,0.39,1.89,2.28,0.48,0.60,0.93,0.39,0.23,0.16,1.24,0.64,1.52,1.32,0.16,0.72,0.40,2.88,0.59,1.74,1.70,2.33,0.42,0.00,0.48,0.35,1.18,2.18,0.23,0.27,0.62,0.57,0.08,0.50,0.31,0.00,0.00,0.00,0.00,0.16,0.08,0.12,0.00,0.00,0.12,0.47,0.00,0.72,0.00,0.00,0.08,0.23,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,0.00,0.12,0.00,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.12,0.00,0.04,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.04,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27/iii,65.27,6.16,4.08,1.38,2.10,0.00,0.33,0.00,2.10,5.26,0.00,3.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,3.50,0.00,0.00,0.00,0.00,1.75,0.70,0.70,0.00,0.00,0.00,0.35,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27/i,37.63,18.82,4.18,4.18,2.09,9.06,2.44,0.00,0.00,0.00,0.00,12.54,0.00,0.00,2.09,0.00,0.00,0.00,0.00,2.79,0.00,0.00,0.70,0.00,0.00,0.00,0.00,2.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27/ii,64.06,9.38,3.13,6.25,1.56,0.00,3.13,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28/iii,36.60,9.30,7.12,6.53,4.95,7.52,1.78,1.19,5.93,5.84,0.59,1.19,0.00,3.17,1.19,0.89,0.59,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28/i,31.72,6.72,5.07,10.23,14.81,3.13,2.09,1.87,0.85,5.57,4.17,1.82,1.81,2.74,0.57,1.14,0.43,2.18,0.28,0.24,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.57,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28/ii,12.92,1.15,2.30,2.87,1.72,5.59,2.01,0.57,3.29,3.45,0.86,1.15,9.61,3.87,6.32,6.45,9.48,9.90,0.00,0.00,0.00,0.00,0.00,5.46,0.00,2.30,4.44,0.00,0.00,2.14,0.00,0.00,0.00,0.00,0.00,0.00,2.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29/ii,16.87,3.72,5.01,4.12,2.88,3.28,1.24,1.74,3.28,0.74,2.03,8.93,1.59,5.21,3.97,2.98,3.33,1.79,0.50,0.99,0.00,0.50,0.99,1.49,0.25,0.99,2.48,1.74,0.00,0.99,2.23,0.00,1.24,1.24,0.25,1.24,1.49,0.25,0.25,0.50,0.74,0.99,0.99,0.50,0.00,0.00,1.49,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29/i,12.83,9.36,4.01,6.95,2.94,5.08,2.67,0.53,1.07,1.07,0.53,1.60,0.27,2.41,0.00,2.94,0.00,1.07,0.00,8.56,0.53,0.00,0.53,0.80,0.53,0.00,1.07,0.53,0.00,0.00,0.00,0.00,0.00,0.00,3.21,3.21,11.50,0.00,0.00,0.00,0.00,0.00,14.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29/iii,18.84,5.93,3.21,3.02,5.72,2.64,0.38,1.13,2.43,4.97,7.12,5.34,1.13,1.51,3.48,1.68,1.78,1.89,0.57,0.00,0.38,1.03,1.57,0.38,1.63,0.54,0.00,0.19,0.38,0.75,2.05,0.65,2.93,1.13,1.13,0.00,0.38,0.38,1.30,0.00,1.84,0.00,0.00,1.13,0.00,0.38,2.83,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,36.09,6.11,4.49,2.31,2.40,2.40,0.73,1.07,3.85,1.61,1.49,1.53,0.44,0.54,1.04,0.37,0.00,0.38,0.24,0.00,1.44,0.69,0.17,0.20,4.02,0.20,0.10,1.21,0.58,1.01,0.40,0.10,0.10,0.50,0.00,0.00,0.00,2.48,0.14,0.00,0.54,0.07,0.14,0.07,0.00,5.61,0.40,0.00,0.54,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,1.01,0.91,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,1.27,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.34,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.20,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
